HRLM,TC,GSR,INCLY,INCLZ,INCLX
29,32.375,505,,,
29,32.5,505,,,
29,32.25,505,,,
29,32.375,506,,,
29,32.4375,505,,,
29,32.4375,505,,,
29,32.4375,505,,,
29,32.4375,511,,,
29,32.375,505,,,
29,32.5,511,,,
29,32.4375,505,,,
29,32.375,506,,,
29,32.375,505,,,
29,32.3125,506,,,
29,32.4375,505,,,
29,32.4375,505,,,
29,32.5,505,,,
29,32.375,505,,,
29,32.375,506,,,
29,32.25,505,,,
29,32.4375,505,,,
29,32.375,512,,,
29,32.4375,505,,,
29,32.25,511,,,
29,32.375,505,,,
29,32.4375,505,,,
29,32.4375,505,,,
29,32.5,505,,,
29,32.375,505,,,
29,32.3125,505,,,
29,32.4375,505,,,
29,32.4375,506,,,
25,32.3125,505,,,
25,32.375,508,,,
25,32.375,505,,,
25,32.4375,512,,,
25,32.4375,505,,,
25,32.4375,506,,,
25,32.375,505,,,
25,32.4375,505,,,
25,32.5,505,,,
25,32.375,506,,,
25,32.4375,505,,,
25,32.25,505,,,
25,32.4375,505,,,
25,32.5625,505,,,
25,32.375,505,,,
25,32.4375,511,,,
25,32.4375,505,,,
25,32.375,510,,,
25,32.5,505,,,
25,32.375,505,,,
25,32.4375,505,,,
25,32.4375,505,,,
25,32.375,505,,,
25,32.5625,505,,,
25,32.4375,505,,,
25,32.4375,505,,,
25,32.4375,505,,,
25,32.5,505,,,
25,32.375,505,,,
25,32.5,511,,,
25,32.5,505,,,
25,32.375,507,,,
25,32.3125,505,,,
25,32.375,505,,,
25,32.4375,505,,,
25,32.5,505,,,
25,32.375,505,,,
25,32.5,505,,,
25,32.375,505,,,
25,32.5,506,,,
25,32.5,505,,,
25,32.4375,512,,,
25,32.375,505,,,
25,32.25,510,,,
25,32.5,505,,,
25,32.375,505,,,
25,32.4375,505,,,
25,32.4375,505,,,
25,32.625,505,,,
25,32.4375,506,,,
25,32.4375,505,,,
25,32.375,506,,,
25,32.5,505,,,
25,32.5,505,,,
25,32.375,505,,,
25,32.3125,511,,,
25,32.5,505,,,
25,32.4375,505,,,
25,32.25,505,,,
25,32.375,506,,,
25,32.4375,505,,,
25,32.4375,506,,,
25,32.375,505,,,
25,32.4375,505,,,
25,32.5,505,,,
25,32.3125,506,,,
25,32.375,505,,,
25,32.3125,511,,,
25,32.4375,505,,,
25,32.4375,505,,,
25,32.5,505,,,
25,32.4375,505,,,
25,32.375,505,,,
25,32.4375,506,,,
25,32.4375,505,,,
25,32.25,505,,,
25,32.4375,505,,,
25,32.375,506,,,
25,32.375,505,,,
25,32.4375,512,,,
25,32.4375,505,,,
25,32.375,510,,,
25,32.4375,505,,,
25,32.5,505,,,
25,32.375,505,,,
25,32.25,505,,,
25,32.4375,505,,,
25,32.5,505,,,
25,32.5625,506,,,
25,32.3125,505,,,
25,32.4375,505,,,
25,32.5,505,,,
16,32.375,505,,,
16,32.5,511,,,
16,32.3125,505,,,
16,32.4375,509,,,
16,32.4375,505,,,
16,32.5,505,,,
16,32.4375,506,,,
16,32.4375,505,,,
16,32.5,505,,,
16,32.375,505,,,
16,32.4375,505,,,
16,32.375,506,,,
16,32.5,505,,,
16,32.375,511,,,
16,32.4375,505,,,
16,32.5,511,,,
16,32.375,505,,,
16,32.4375,505,,,
16,32.25,505,,,
16,32.4375,506,,,
16,32.4375,505,,,
16,32.25,505,,,
16,32.5,505,,,
16,32.4375,505,,,
16,32.4375,505,,,
16,32.4375,505,,,
16,32.25,505,,,
16,32.4375,512,,,
16,32.4375,505,,,
16,32.625,510,,,
16,32.375,505,,,
16,32.3125,505,,,
16,32.3125,505,,,
16,32.3125,505,,,
16,32.375,505,,,
16,32.5,506,,,
16,32.4375,505,,,
16,32.375,506,,,
16,32.4375,505,,,
16,32.4375,512,,,
16,32.4375,505,,,
16,32.4375,511,,,
16,32.4375,505,,,
16,32.4375,505,,,
16,32.5,505,,,
16,32.5,505,,,
16,32.4375,505,,,
16,32.375,505,,,
16,32.375,505,,,
16,32.375,506,,,
16,32.4375,505,,,
16,32.4375,505,,,
16,32.4375,505,,,
16,32.4375,511,,,
16,32.375,505,,,
16,32.3125,505,,,
16,32.375,506,,,
16,32.4375,505,,,
16,32.25,505,,,
16,32.5,505,,,
16,32.4375,505,,,
16,32.25,505,,,
16,32.375,505,,,
16,32.5,505,,,
16,32.375,505,,,
16,32.375,512,,,
16,32.5,505,,,
22,32.375,511,,,
22,32.375,505,,,
22,32.375,505,,,
22,32.4375,505,,,
22,32.375,505,,,
22,32.4375,505,,,
22,32.5625,505,,,
22,32.4375,505,,,
22,32.5,505,,,
22,32.3125,505,,,
22,32.4375,505,,,
22,32.375,505,,,
22,32.5,511,,,
22,32.4375,505,,,
22,32.4375,507,,,
22,32.4375,505,,,
22,32.375,505,,,
22,32.375,504,,,
22,32.625,505,,,
22,32.4375,505,,,
22,32.25,506,,,
22,32.5,506,,,
22,32.4375,504,,,
22,32.3125,505,,,
22,32.3125,512,,,
22,32.4375,505,,,
22,32.5,511,,,
22,32.5625,505,,,
22,32.5,505,,,
22,32.5,505,,,
22,32.3125,506,,,
22,32.375,505,,,
22,32.625,505,,,
22,32.5,505,,,
22,32.375,506,,,
22,32.4375,505,,,
22,32.4375,505,,,
22,32.4375,505,,,
22,32.5,512,,,
22,32.4375,506,,,
22,32.25,505,,,
22,32.4375,505,,,
22,32.375,505,,,
22,32.4375,505,,,
22,32.3125,505,,,
22,32.5,505,,,
22,32.5,505,,,
22,32.5,505,,,
22,32.375,506,,,
22,32.375,505,,,
22,32.4375,511,,,
22,32.4375,505,,,
22,32.375,512,,,
22,32.5,505,,,
22,32.4375,505,,,
22,32.4375,505,,,
22,32.4375,505,,,
22,32.375,505,,,
22,32.25,506,,,
22,32.4375,505,,,
22,32.5,505,,,
24,32.375,505,,,
24,32.5,505,,,
24,32.4375,505,,,
24,32.375,511,,,
24,32.4375,505,,,
24,32.375,510,,,
24,32.375,505,,,
24,32.3125,506,,,
24,32.375,505,,,
24,32.4375,506,,,
24,32.4375,505,,,
24,32.3125,505,,,
24,32.4375,505,,,
24,32.375,506,,,
24,32.5,505,,,
24,32.5,505,,,
24,32.375,505,,,
24,32.5,512,,,
24,32.5,505,,,
24,32.4375,506,,,
24,32.4375,505,,,
24,32.4375,505,,,
24,32.4375,505,,,
24,32.375,505,,,
24,32.3125,505,,,
24,32.5,505,,,
24,32.5625,505,,,
24,32.5,506,,,
24,32.375,506,,,
24,32.375,512,,,
24,32.4375,505,,,
24,32.375,510,,,
24,32.5,505,,,
24,32.25,506,,,
24,32.375,505,,,
24,32.625,505,,,
24,32.5,505,,,
24,32.4375,506,,,
24,32.5625,505,,,
24,32.4375,506,,,
37,32.5,505,,,
37,32.375,505,,,
37,32.375,505,,,
37,32.5,511,,,
37,32.3125,505,,,
37,32.3125,511,,,
37,32.5,505,,,
37,32.375,505,,,
37,32.375,505,,,
37,32.5,506,,,
37,32.4375,505,,,
37,32.375,505,,,
37,32.4375,505,,,
37,32.5,505,,,
37,32.4375,505,,,
37,32.375,505,,,
37,32.375,505,,,
37,32.4375,511,,,
37,32.4375,505,,,
37,32.3125,506,,,
37,32.4375,505,,,
37,32.4375,505,,,
37,32.375,505,,,
37,32.375,505,,,
37,32.5,505,,,
37,32.4375,505,,,
37,32.5,505,,,
37,32.4375,505,,,
53,32.375,506,,,
53,32.4375,511,,,
53,32.375,505,,,
53,32.5,511,,,
53,32.375,505,,,
53,32.5,505,,,
53,32.5,505,,,
53,32.4375,505,,,
53,32.4375,505,,,
53,32.5,506,,,
53,32.4375,506,,,
53,32.375,505,,,
53,32.4375,505,,,
53,32.5,505,,,
53,32.375,505,,,
53,32.375,511,,,
53,32.5,504,,,
53,32.5,505,,,
53,32.375,505,,,
53,32.5,506,,,
53,32.375,505,,,
53,32.4375,505,,,
53,32.375,505,,,
53,32.4375,505,,,
53,32.375,505,,,
53,32.5,505,,,
53,32.4375,505,,,
53,32.375,506,,,
53,32.4375,505,,,
53,32.5,512,,,
53,32.5625,505,,,
53,32.5,505,,,
53,32.375,505,,,
53,32.4375,505,,,
53,32.5,505,,,
53,32.4375,505,,,
53,32.5,505,,,
53,32.4375,505,,,
53,32.375,505,,,
53,32.4375,505,,,
53,32.4375,505,,,
53,32.4375,512,,,
53,32.5,505,,,
53,32.4375,511,,,
53,32.375,505,,,
53,32.375,505,,,
53,32.4375,505,,,
53,32.3125,505,,,
53,32.5,505,,,
53,32.4375,506,,,
53,32.3125,505,,,
53,32.5,505,,,
53,32.4375,505,,,
53,32.25,505,,,
53,32.375,505,,,
53,32.4375,511,,,
53,32.5,505,,,
53,32.5,505,,,
53,32.5,505,,,
53,32.4375,506,,,
53,32.5625,505,,,
45,32.375,506,,,
45,32.5,505,,,
45,32.4375,505,,,
45,32.5,505,,,
45,32.5,505,,,
45,32.1875,505,,,
45,32.375,511,,,
45,32.5625,505,,,
45,32.4375,512,,,
45,32.375,505,,,
45,32.375,506,,,
45,32.4375,505,,,
45,32.4375,505,,,
45,32.375,505,,,
45,32.375,505,,,
45,32.4375,505,,,
45,32.375,505,,,
45,32.4375,506,,,
45,32.5625,506,,,
45,32.375,505,,,
45,32.4375,511,,,
45,32.4375,505,,,
45,32.4375,511,,,
45,32.4375,505,,,
45,32.375,505,,,
45,32.5,504,,,
45,32.4375,506,,,
45,32.5,505,,,
45,32.4375,506,,,
45,32.375,505,,,
45,32.4375,505,,,
45,32.5,505,,,
45,32.3125,505,,,
45,32.375,505,,,
45,32.4375,511,,,
45,32.375,505,,,
45,32.3125,506,,,
45,32.5625,505,,,
45,32.375,506,,,
45,32.25,506,,,
45,32.3125,505,,,
45,32.5,505,,,
45,32.375,505,,,
45,32.375,505,,,
45,32.375,505,,,
45,32.4375,505,,,
45,32.4375,511,,,
45,32.375,505,,,
45,32.375,511,,,
45,32.5,505,,,
45,32.375,505,,,
45,32.4375,505,,,
45,32.5,506,,,
45,32.375,505,,,
45,32.5,505,,,
45,32.375,505,,,
45,32.4375,505,,,
45,32.5,505,,,
45,32.4375,505,,,
45,32.4375,505,,,
45,32.375,511,,,
45,32.4375,505,,,
45,32.375,505,,,
23,32.5,505,,,
23,32.3125,505,,,
23,32.4375,505,,,
23,32.4375,505,,,
23,32.4375,505,,,
23,32.4375,506,,,
23,32.375,505,,,
23,32.25,506,,,
23,32.5,505,,,
23,32.3125,511,,,
23,32.375,505,,,
23,32.3125,511,,,
23,32.4375,505,,,
23,32.375,505,,,
23,32.4375,505,,,
23,32.4375,505,,,
23,32.375,505,,,
23,32.4375,505,,,
23,32.625,505,,,
23,32.3125,505,,,
23,32.4375,505,,,
23,32.5,505,,,
23,32.3125,505,,,
23,32.1875,512,,,
23,32.4375,505,,,
23,32.4375,505,,,
23,32.4375,505,,,
23,32.375,505,,,
23,32.375,504,,,
23,32.5,505,,,
23,32.375,505,,,
23,32.375,505,,,
23,32.375,505,,,
23,32.4375,505,,,
23,32.5625,505,,,
23,32.3125,511,,,
23,32.3125,505,,,
23,32.4375,511,,,
23,32.4375,505,,,
23,32.5,505,,,
23,32.375,505,,,
23,32.4375,505,,,
23,32.4375,505,,,
23,32.4375,505,,,
23,32.5,505,,,
23,32.4375,506,,,
23,32.3125,505,,,
23,32.4375,505,,,
23,32.3125,505,,,
23,32.4375,511,,,
23,32.4375,505,,,
23,32.375,509,,,
23,32.5,505,,,
23,32.4375,506,,,
23,32.375,505,,,
23,32.4375,505,,,
23,32.375,505,,,
23,32.375,506,,,
23,32.5,505,,,
23,32.3125,505,,,
23,32.5,505,,,
23,32.5,505,,,
23,32.25,505,,,
23,32.4375,511,,,
23,32.5,505,,,
23,32.3125,506,,,
23,32.5,505,,,
23,32.25,505,,,
23,32.5,505,,,
23,32.4375,506,,,
23,32.3125,505,,,
23,32.375,505,,,
23,32.4375,505,,,
23,32.4375,506,,,
23,32.5,505,,,
23,32.4375,511,,,
23,32.4375,506,,,
23,32.4375,511,,,
23,32.4375,505,,,
23,32.375,505,,,
23,32.375,505,,,
23,32.4375,505,,,
23,32.4375,505,,,
23,32.375,506,,,
23,32.375,505,,,
23,32.4375,505,,,
23,32.5625,505,,,
23,32.5,505,,,
23,32.375,505,,,
23,32.4375,511,,,
23,32.4375,505,,,
23,32.3125,506,,,
23,32.375,505,,,
23,32.5,505,,,
23,32.5,505,,,
23,32.4375,505,,,
23,32.375,505,,,
23,32.5,505,,,
23,32.5,505,,,
23,32.5,505,,,
14,32.625,504,,,
14,32.375,512,,,
14,32.5,505,,,
14,32.375,511,,,
14,32.4375,506,,,
14,32.5625,506,,,
14,32.5,505,,,
14,32.3125,505,,,
14,32.3125,505,,,
14,32.5,505,,,
14,32.5,505,,,
14,32.5,505,,,
14,32.5,505,,,
14,32.5625,505,,,
14,32.375,505,,,
14,32.4375,512,,,
14,32.5,505,,,
14,32.375,506,,,
14,32.5,505,,,
14,32.375,505,,,
14,32.375,505,,,
14,32.5625,505,,,
14,32.5,505,,,
14,32.4375,505,,,
14,32.3125,506,,,
14,32.5,506,,,
14,32.5625,505,,,
14,32.25,511,,,
14,32.3125,505,,,
14,32.5625,505,,,
14,32.375,505,,,
14,32.5,505,,,
14,32.4375,505,,,
14,32.5,505,,,
14,32.5,505,,,
14,32.625,505,,,
14,32.3125,505,,,
14,32.4375,505,,,
14,32.5,505,,,
14,32.5,511,,,
14,32.5625,505,,,
14,32.375,510,,,
14,32.5,505,,,
35,32.375,506,,,
35,32.5,505,,,
35,32.3125,505,,,
35,32.375,505,,,
35,32.4375,505,,,
35,32.375,505,,,
35,32.4375,504,,,
35,32.5625,505,,,
35,32.4375,505,,,
35,32.375,505,,,
35,32.375,511,,,
35,32.375,505,,,
35,32.4375,507,,,
35,32.4375,505,,,
35,32.375,505,,,
35,32.5,505,,,
35,32.375,506,,,
35,32.4375,505,,,
35,32.5,505,,,
35,32.4375,505,,,
35,32.375,506,,,
35,32.5,505,,,
35,32.5,512,,,
35,32.375,505,,,
35,32.375,511,,,
35,32.4375,505,,,
35,32.5,506,,,
35,32.375,506,,,
35,32.5,505,,,
35,32.4375,504,,,
35,32.5,505,,,
35,32.4375,505,,,
35,32.375,505,,,
35,32.5,505,,,
35,32.4375,512,,,
35,32.4375,505,,,
35,32.4375,511,,,
35,32.5,505,,,
35,32.4375,505,,,
35,32.4375,505,,,
35,32.5,505,,,
35,32.5,505,,,
35,32.375,506,,,
35,32.4375,505,,,
35,32.4375,505,,,
35,32.5,505,,,
35,32.375,505,,,
35,32.5,505,,,
35,32.4375,511,,,
35,32.5625,504,,,
35,32.4375,506,,,
35,32.5625,505,,,
35,32.5,505,,,
35,32.4375,505,,,
35,32.4375,505,,,
35,32.4375,505,,,
35,32.375,505,,,
35,32.3125,505,,,
35,32.5,505,,,
35,32.375,505,,,
35,32.5625,512,,,
35,32.5,505,,,
35,32.375,511,,,
35,32.4375,505,,,
35,32.4375,505,,,
35,32.5,505,,,
35,32.4375,505,,,
35,32.5,505,,,
35,32.4375,505,,,
35,32.4375,505,,,
35,32.3125,505,,,
21,32.4375,505,,,
21,32.375,512,,,
21,32.5625,505,,,
21,32.4375,511,,,
21,32.5,505,,,
21,32.5,506,,,
21,32.5625,505,,,
21,32.5,505,,,
21,32.5,505,,,
21,32.25,505,,,
21,32.4375,505,,,
21,32.375,505,,,
21,32.375,505,,,
21,32.4375,505,,,
21,32.375,505,,,
21,32.375,511,,,
21,32.5,505,,,
21,32.4375,509,,,
21,32.5,505,,,
21,32.4375,506,,,
21,32.5625,505,,,
21,32.5,506,,,
21,32.3125,505,,,
21,32.375,505,,,
21,32.5625,505,,,
21,32.4375,506,,,
21,32.4375,505,,,
21,32.375,511,,,
21,32.5,504,,,
21,32.4375,511,,,
21,32.375,506,,,
21,32.375,506,,,
21,32.5,506,,,
21,32.5,505,,,
21,32.5,505,,,
21,32.4375,505,,,
41,32.375,505,,,
41,32.5,505,,,
41,32.4375,505,,,
41,32.5,505,,,
41,32.4375,505,,,
41,32.5625,512,,,
41,32.4375,505,,,
41,32.5,512,,,
41,32.4375,505,,,
41,32.4375,505,,,
41,32.5,505,,,
41,32.4375,505,,,
41,32.5,505,,,
41,32.25,505,,,
41,32.4375,505,,,
41,32.4375,505,,,
41,32.3125,506,,,
41,32.4375,511,,,
83,32.3125,505,,,
83,32.4375,511,,,
83,32.375,505,,,
83,32.4375,505,,,
83,32.625,505,,,
83,32.375,505,,,
83,32.4375,505,,,
83,32.375,506,,,
83,32.5,505,,,
83,32.4375,505,,,
83,32.5625,505,,,
83,32.5,505,,,
83,32.5,505,,,
83,32.4375,511,,,
83,32.4375,505,,,
83,32.4375,511,,,
83,32.5,505,,,
83,32.4375,505,,,
83,32.5,506,,,
83,32.375,505,,,
83,32.4375,505,,,
83,32.5,505,,,
83,32.375,505,,,
83,32.4375,505,,,
62,32.375,505,,,
62,32.4375,506,,,
62,32.4375,505,,,
62,32.5,511,,,
62,32.5,505,,,
62,32.3125,508,,,
62,32.375,505,,,
62,32.375,505,,,
62,32.25,505,,,
62,32.25,505,,,
62,32.4375,505,,,
62,32.4375,506,,,
62,32.375,505,,,
62,32.375,505,,,
62,32.4375,505,,,
62,32.4375,505,,,
62,32.3125,505,,,
62,32.5,511,,,
62,32.5,505,,,
62,32.3125,505,,,
62,32.375,505,,,
62,32.4375,506,,,
62,32.4375,505,,,
62,32.4375,505,,,
62,32.375,505,,,
62,32.4375,505,,,
62,32.625,505,,,
62,32.3125,505,,,
62,32.375,505,,,
62,32.3125,511,,,
62,32.5,505,,,
62,32.3125,511,,,
62,32.5,505,,,
62,32.4375,506,,,
62,32.5,505,,,
62,32.375,505,,,
62,32.375,505,,,
62,32.375,505,,,
62,32.5625,505,,,
62,32.375,505,,,
62,32.5625,505,,,
62,32.3125,506,,,
62,32.375,505,,,
62,32.4375,512,,,
62,32.4375,505,,,
62,32.375,510,,,
62,32.4375,505,,,
62,32.5,505,,,
62,32.4375,505,,,
62,32.5625,505,,,
62,32.4375,505,,,
62,32.5,505,,,
62,32.5,505,,,
62,32.375,505,,,
62,32.4375,505,,,
62,32.4375,505,,,
62,32.375,505,,,
62,32.4375,511,,,
62,32.5,505,,,
62,32.3125,505,,,
62,32.4375,505,,,
62,32.5625,505,,,
62,32.4375,505,,,
62,32.3125,506,,,
62,32.3125,505,,,
62,32.625,505,,,
62,32.25,505,,,
62,32.375,505,,,
62,32.375,505,,,
62,32.4375,511,,,
62,32.3125,505,,,
62,32.375,505,,,
62,32.375,505,,,
62,32.4375,505,,,
62,32.5,505,,,
62,32.5,505,,,
62,32.375,505,,,
62,32.375,505,,,
62,32.4375,505,,,
62,32.5,505,,,
62,32.5625,505,,,
62,32.5,511,,,
62,32.5,505,,,
62,32.5,511,,,
62,32.4375,505,,,
62,32.25,505,,,
62,32.4375,505,,,
62,32.375,505,,,
62,32.625,505,,,
62,32.5,505,,,
62,32.4375,505,,,
62,32.5,505,,,
62,32.4375,505,,,
62,32.375,506,,,
62,32.375,506,,,
62,32.5,512,,,
62,32.375,505,,,
62,32.5,511,,,
62,32.4375,505,,,
62,32.4375,505,,,
62,32.5625,505,,,
62,32.4375,505,,,
62,32.4375,506,,,
62,32.375,505,,,
62,32.4375,506,,,
62,32.5,505,,,
62,32.4375,505,,,
62,32.5,505,,,
62,32.375,505,,,
62,32.4375,511,,,
62,32.5,505,,,
62,32.5,506,,,
62,32.5625,505,,,
62,32.625,505,,,
62,32.375,505,,,
62,32.4375,505,,,
62,32.4375,505,,,
62,32.375,505,,,
62,32.4375,505,,,
62,32.375,505,,,
62,32.5625,505,,,
62,32.5,511,,,
62,32.5,505,,,
62,32.4375,511,,,
62,32.375,505,,,
62,32.5,506,,,
62,32.5,505,,,
62,32.4375,505,,,
62,32.5625,505,,,
62,32.5,505,,,
62,32.4375,505,,,
62,32.4375,505,,,
62,32.4375,505,,,
62,32.4375,505,,,
62,32.3125,506,,,
62,32.4375,511,,,
62,32.5,505,,,
62,32.5,504,,,
62,32.4375,505,,,
10,32.3125,505,,,
10,32.4375,505,,,
10,32.5625,505,,,
